Date,AVG
2020-01-01,13.0175
2020-01-02,13.0175
2020-01-03,14.59
2020-01-04,14.59
2020-01-05,14.59
2020-01-06,14.8075
2020-01-07,13.87
2020-01-08,14.169999999999998
2020-01-09,12.815
2020-01-10,12.485
2020-01-11,12.485
2020-01-12,12.485
2020-01-13,12.6425
2020-01-14,12.745000000000001
2020-01-15,12.497499999999999
2020-01-16,12.18
2020-01-17,12.135
2020-01-18,12.135
2020-01-19,12.135
2020-01-20,12.135
2020-01-21,12.932500000000001
2020-01-22,12.670000000000002
2020-01-23,13.3325
2020-01-24,13.977500000000001
2020-01-25,13.977500000000001
2020-01-26,13.977500000000001
2020-01-27,17.8725
2020-01-28,16.735
2020-01-29,15.915
2020-01-30,16.75
2020-01-31,17.814999999999998
2020-02-01,17.814999999999998
2020-02-02,17.814999999999998
2020-02-03,18.1475
2020-02-04,16.1475
2020-02-05,15.694999999999999
2020-02-06,15.112499999999999
2020-02-07,15.3775
2020-02-08,15.3775
2020-02-09,15.3775
2020-02-10,15.59
2020-02-11,14.935
2020-02-12,14.3025
2020-02-13,14.504999999999999
2020-02-14,13.93
2020-02-15,13.93
2020-02-16,13.93
2020-02-17,13.93
2020-02-18,14.9575
2020-02-19,14.4975
2020-02-20,15.450000000000001
2020-02-21,17.2025
2020-02-22,17.2025
2020-02-23,17.2025
2020-02-24,23.9075
2020-02-25,25.619999999999997
2020-02-26,27.130000000000003
2020-02-27,33.8025
2020-02-28,42.745000000000005
2020-02-29,42.745000000000005
2020-03-01,42.745000000000005
2020-03-02,35.8875
2020-03-03,34.1125
2020-03-04,33.0775
2020-03-05,37.4025
2020-03-06,44.6575
2020-03-07,44.6575
2020-03-08,44.6575
2020-03-09,50.115
2020-03-10,49.05
2020-03-11,52.985
2020-03-12,68.41749999999999
2020-03-13,65.47
2020-03-14,65.47
2020-03-15,65.47
2020-03-16,70.47749999999999
2020-03-17,78.44999999999999
2020-03-18,75.165
2020-03-19,76.3625
2020-03-20,65.20750000000001
2020-03-21,65.20750000000001
2020-03-22,65.20750000000001
2020-03-23,68.2175
2020-03-24,54.6375
2020-03-25,63.07000000000001
2020-03-26,62.847500000000004
2020-03-27,65.34750000000001
2020-03-28,65.34750000000001
2020-03-29,65.34750000000001
2020-03-30,61.917500000000004
2020-03-31,54.964999999999996
2020-04-01,56.9475
2020-04-02,53.265
2020-04-03,49.235
2020-04-04,49.235
2020-04-05,49.235
2020-04-06,44.64750000000001
2020-04-07,45.6375
2020-04-08,44.765
2020-04-09,42.947500000000005
2020-04-10,42.947500000000005
2020-04-11,42.947500000000005
2020-04-12,42.947500000000005
2020-04-13,42.995000000000005
2020-04-14,38.97
2020-04-15,40.7025
2020-04-16,41.230000000000004
2020-04-17,38.885
2020-04-18,38.885
2020-04-19,38.885
2020-04-20,42.05499999999999
2020-04-21,45.307500000000005
2020-04-22,43.342499999999994
2020-04-23,41.0525
2020-04-24,38.88
2020-04-25,38.88
2020-04-26,38.88
2020-04-27,34.63249999999999
2020-04-28,33.177499999999995
2020-04-29,31.9025
2020-04-30,33.0025
2020-05-01,37.88
2020-05-02,37.88
2020-05-03,37.88
2020-05-04,37.7375
2020-05-05,34.15
2020-05-06,33.545
2020-05-07,31.552500000000002
2020-05-08,29.1
2020-05-09,29.1
2020-05-10,29.1
2020-05-11,28.615000000000002
2020-05-12,30.137499999999996
2020-05-13,34.052499999999995
2020-05-14,34.845
2020-05-15,32.64
2020-05-16,32.64
2020-05-17,32.64
2020-05-18,29.86
2020-05-19,29.5925
2020-05-20,28.792499999999997
2020-05-21,29.0925
2020-05-22,29.775
2020-05-23,29.775
2020-05-24,29.775
2020-05-25,29.775
2020-05-26,27.8725
2020-05-27,27.922500000000003
2020-05-28,28.4325
2020-05-29,28.565
2020-05-30,28.565
2020-05-31,28.565
2020-06-01,28.970000000000002
2020-06-02,27.605
2020-06-03,26.1075
2020-06-04,25.7125
2020-06-05,24.484999999999996
2020-06-06,24.484999999999996
2020-06-07,24.484999999999996
2020-06-08,25.5
2020-06-09,26.7275
2020-06-10,27.3425
2020-06-11,35.8275
2020-06-12,38.225
2020-06-13,38.225
2020-06-14,38.225
2020-06-15,39.3025
2020-06-16,34.2825
2020-06-17,33.542500000000004
2020-06-18,33.815
2020-06-19,33.1775
2020-06-20,33.1775
2020-06-21,33.1775
2020-06-22,33.505
2020-06-23,31.012500000000003
2020-06-24,33.24
2020-06-25,34.3325
2020-06-26,33.75749999999999
2020-06-27,33.75749999999999
2020-06-28,33.75749999999999
2020-06-29,33.730000000000004
2020-06-30,31.3675
2020-07-01,29.885
2020-07-02,27.5875
2020-07-03,27.5875
2020-07-04,27.5875
2020-07-05,27.5875
2020-07-06,27.2375
2020-07-07,28.770000000000003
2020-07-08,28.6175
2020-07-09,28.7575
2020-07-10,29.0475
2020-07-11,29.0475
2020-07-12,29.0475
2020-07-13,29.84
2020-07-14,30.885
2020-07-15,28.5425
2020-07-16,28.17
2020-07-17,26.445
2020-07-18,26.445
2020-07-19,26.445
2020-07-20,25.707500000000003
2020-07-21,24.545
2020-07-22,24.817500000000003
2020-07-23,25.150000000000002
2020-07-24,26.9775
2020-07-25,26.9775
2020-07-26,26.9775
2020-07-27,25.7075
2020-07-28,25.05
2020-07-29,24.6025
2020-07-30,25.6825
2020-07-31,24.802500000000002
2020-08-01,24.802500000000002
2020-08-02,24.802500000000002
2020-08-03,24.552500000000002
2020-08-04,23.8625
2020-08-05,23.224999999999998
2020-08-06,22.689999999999998
2020-08-07,22.924999999999997
2020-08-08,22.924999999999997
2020-08-09,22.924999999999997
2020-08-10,22.4975
2020-08-11,22.7725
2020-08-12,22.380000000000003
2020-08-13,22.175
2020-08-14,22.415
2020-08-15,22.415
2020-08-16,22.415
2020-08-17,22.0075
2020-08-18,21.7325
2020-08-19,22.027499999999996
2020-08-20,23.4475
2020-08-21,22.9125
2020-08-22,22.9125
2020-08-23,22.9125
2020-08-24,22.4175
2020-08-25,22.2875
2020-08-26,22.4
2020-08-27,24.105
2020-08-28,24.122500000000002
2020-08-29,24.122500000000002
2020-08-30,24.122500000000002
2020-08-31,24.647499999999997
2020-09-01,25.8975
2020-09-02,26.295
2020-09-03,30.369999999999997
2020-09-04,33.2875
2020-09-05,33.2875
2020-09-06,33.2875
2020-09-07,33.2875
2020-09-08,32.129999999999995
2020-09-09,30.0975
2020-09-10,29.1325
2020-09-11,27.935000000000002
2020-09-12,27.935000000000002
2020-09-13,27.935000000000002
2020-09-14,25.97
