Date,avg_oil_price
2020-01-01,64.11
2020-01-02,64.11
2020-01-03,66.03999999999999
2020-01-04,66.03999999999999
2020-01-05,66.03999999999999
2020-01-06,66.76
2020-01-07,65.72
2020-01-08,63.480000000000004
2020-01-09,63.07
2020-01-10,62.894999999999996
2020-01-11,62.894999999999996
2020-01-12,62.894999999999996
2020-01-13,61.155
2020-01-14,61.395
2020-01-15,60.575
2020-01-16,61.575
2020-01-17,61.3
2020-01-18,61.3
2020-01-19,61.3
2020-01-20,61.589999999999996
2020-01-21,60.955
2020-01-22,59.435
2020-01-23,58.385
2020-01-24,56.715
2020-01-25,56.715
2020-01-26,56.715
2020-01-27,55.815
2020-01-28,56.349999999999994
2020-01-29,56.375
2020-01-30,54.955
2020-01-31,54.675
2020-02-01,54.675
2020-02-02,54.675
2020-02-03,52.03
2020-02-04,51.745000000000005
2020-02-05,53.114999999999995
2020-02-06,53.06
2020-02-07,52.435
2020-02-08,52.435
2020-02-09,52.435
2020-02-10,51.49
2020-02-11,52.0
2020-02-12,53.335
2020-02-13,53.875
2020-02-14,54.7
2020-02-15,54.7
2020-02-16,54.7
2020-02-17,54.93
2020-02-18,54.725
2020-02-19,56.515
2020-02-20,56.67
2020-02-21,55.980000000000004
2020-02-22,55.980000000000004
2020-02-23,55.980000000000004
2020-02-24,54.035
2020-02-25,52.535
2020-02-26,51.815
2020-02-27,49.68
2020-02-28,48.07
2020-02-29,48.07
2020-03-01,48.07
2020-03-02,49.650000000000006
2020-03-03,49.755
2020-03-04,49.32
2020-03-05,48.595
2020-03-06,43.370000000000005
2020-03-07,43.370000000000005
2020-03-08,43.370000000000005
2020-03-09,33.19
2020-03-10,35.019999999999996
2020-03-11,33.790000000000006
2020-03-12,31.29
2020-03-13,31.985
2020-03-14,31.985
2020-03-15,31.985
2020-03-16,28.47
2020-03-17,27.465
2020-03-18,21.634999999999998
2020-03-19,24.535
2020-03-20,22.515
2020-03-21,22.515
2020-03-22,22.515
2020-03-23,23.54
2020-03-24,22.765
2020-03-25,23.185000000000002
2020-03-26,20.075000000000003
2020-03-27,18.935000000000002
2020-03-28,18.935000000000002
2020-03-29,18.935000000000002
2020-03-30,16.645
2020-03-31,17.68
2020-04-01,17.625
